0.487475,7.8
0.296905,7.8
0.421982,7.8
0.0449708,7.8
1.22642,7.8
2.11805,7.8
0.322607,7.8
12.6293,7.8
2.40895,7.8
1.49516,7.8
3.62644,7.8
0.351758,7.8
3.13166,7.8
0.655437,7.8
0.527875,7.8
0.822951,7.8
0.746085,7.8
3.00449,7.8
1.21099,7.8
1.44442,7.8
1.90029,7.8
0.412653,7.8
0.784735,7.8
3.31391,7.8
2.50235,7.8
0.824405,7.8
0.547527,7.8
2.27757,7.8
1.11387,7.8
0.665017,7.8
0.244976,7.8
0.378818,7.8
0.460959,7.8
0.500154,7.8
0.244164,7.8
2.10099,7.8
0.741874,7.8
0.425723,7.8
2.51696,7.8
4.28853,7.8
0.936391,7.8
1.46839,7.8
4.38577,7.8
4.32876,7.8
2.85202,7.8
0.615758,7.8
0.730559,7.8
1.87791,7.8
0.0040468,7.8
4.78028,7.8
1.08136,7.8
1.85852,7.8
1.07084,7.8
1.28119,7.8
0.328556,7.8
1.19986,7.8
2.17726,7.8
3.74584,7.8
0.0131662,7.8
0.79137,7.8
0.0953876,7.8
1.74414,7.8
3.81698,7.8
0.904575,7.8
1.14278,7.8
0.445843,7.8
0.362592,7.8
2.71631,7.8
0.85156,7.8
0.77504,7.8
1.37795,7.8
1.82138,7.8
0.636571,7.8
0.754532,7.8
1.82436,7.8
0.164805,7.8
1.84868,7.8
0.165104,7.8
1.86416,7.8
0.671608,7.8
0.581546,7.8
3.40586,7.8
1.68641,7.8
1.12533,7.8
2.0852,7.8
2.73643,7.8
0.124736,7.8
3.5487,7.8
0.770218,7.8
0.379585,7.8
0.896495,7.8
1.24459,7.8
1.90769,7.8
0.712402,7.8
1.11405,7.8
2.1271,7.8
2.62046,7.8
1.16658,7.8
6.1174,7.8
0.0833621,7.8
0.510568,7.8
2.27444,7.8
1.75516,7.8
0.860959,7.8
2.5472,7.8
0.461016,7.8
0.932906,7.8
3.55667,7.8
1.54022,7.8
3.26153,7.8
0.365531,7.8
0.531423,7.8
4.13373,7.8
2.19921,7.8
0.914569,7.8
1.9279,7.8
0.80297,7.8
4.14144,7.8
0.162014,7.8
0.760517,7.8
0.695364,7.8
0.358256,7.8
2.54894,7.8
0.418869,7.8
1.63978,7.8
0.576679,7.8
2.17103,7.8
2.65694,7.8
0.633853,7.8
0.00906856,7.8
1.34096,7.8
0.690722,7.8
1.63998,7.8
4.8592,7.8
3.96762,7.8
1.52356,7.8
1.62706,7.8
2.83139,7.8
1.36208,7.8
1.10316,7.8
0.501425,7.8
0.465269,7.8
2.53378,7.8
1.3786,7.8
4.83699,7.8
0.499362,7.8
1.23595,7.8
0.289417,7.8
1.69981,7.8
0.165987,7.8
5.11612,7.8
0.480824,7.8
0.614416,7.8
3.49456,7.8
3.47951,7.8
3.22483,7.8
3.18461,7.8
0.763239,7.8
1.90814,7.8
3.95721,7.8
1.90453,7.8
0.921588,7.8
0.694608,7.8
1.95162,7.8
5.40631,7.8
2.16777,7.8
0.493625,7.8
1.44425,7.8
0.514077,7.8
0.184103,7.8
2.37424,7.8
0.271845,7.8
2.97885,7.8
1.27782,7.8
14.9918,7.8
0.710083,7.8
1.40633,7.8
1.98419,7.8
0.3094,7.8
1.14813,7.8
5.58843,7.8
2.17197,7.8
0.675786,7.8
2.14985,7.8
3.21153,7.8
5.38039,7.8
2.65971,7.8
0.365177,7.8
0.605108,7.8
0.588375,7.8
0.524235,7.8
2.07204,7.8
4.41989,7.8
1.39072,7.8
5.79585,7.8
1.26519,7.8
1.11547,7.8
0.0588725,7.8
0.510353,7.8
2.60322,7.8
1.76438,7.8
3.12009,7.8
0.0628876,7.8
0.32171,7.8
0.800077,7.8
0.105723,7.8
1.565,7.8
0.209837,7.8
3.80944,7.8
2.00219,7.8
0.444451,7.8
0.90415,7.8
1.22759,7.8
0.0542354,7.8
0.109614,7.8
4.22559,7.8
1.03368,7.8
0.292112,7.8
2.12981,7.8
0.0916816,7.8
4.46903,7.8
3.09346,7.8
1.35118,7.8
0.599994,7.8
0.661511,7.8
5.96452,7.8
0.749932,7.8
3.53657,7.8
1.34598,7.8
1.65918,7.8
1.37329,7.8
0.53569,7.8
1.61275,7.8
0.293921,7.8
2.1014,7.8
8.03901,7.8
0.533897,7.8
3.9787,7.8
1.93953,7.8
2.02524,7.8
0.852003,7.8
2.74286,7.8
1.01386,7.8
1.9972,7.8
0.64616,7.8
0.95154,7.8
5.83358,7.8
4.77206,7.8
0.527333,7.8
